date,year,season,trap_day,tot_days,trap_num,species_code,trap_status,genus,species
2019-08-13,2019,monsoon,3,4,I7,SIOC,N,Sigmodon,ochrognathus
2019-08-13,2019,monsoon,3,4,I8,SIOC,N,Sigmodon,ochrognathus
2019-08-14,2019,monsoon,4,4,B6,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,B7,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,D1,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,E3,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,E7,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,F7,BATA,R,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,I10,BATA,N,Baiomys,taylori
2019-08-14,2019,monsoon,4,4,B5,CHPE,N,Chaetodipus,penicillatus
2019-08-14,2019,monsoon,4,4,G1,CHPE,N,Chaetodipus,penicillatus
2019-08-14,2019,monsoon,4,4,G3,CHPE,N,Chaetodipus,penicillatus
2019-08-14,2019,monsoon,4,4,G4,CHPE,R,Chaetodipus,penicillatus
2019-08-14,2019,monsoon,4,4,E6,PEER,R,Peromyscus,eremicus
2019-08-14,2019,monsoon,4,4,F6,PEER,R,Peromyscus,eremicus
2019-08-14,2019,monsoon,4,4,H7,PEER,N,Peromyscus,eremicus
2019-08-14,2019,monsoon,4,4,A1,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,A4,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,A6,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,B1,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,B8,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,C3,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,C8,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,C9,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,D10,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,D6,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,D9,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,E10,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,F1,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,F3,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,F4,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,F5,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,G2,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,G7,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,G8,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,H1,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,H8,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,I1,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,I2,REFU,R,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,I4,REFU,N,Reithrodontomys,fulvescens
2019-08-14,2019,monsoon,4,4,A5,SIOC,N,Sigmodon,ochrognathus
2019-08-14,2019,monsoon,4,4,F2,SIOC,R,Sigmodon,ochrognathus
2019-08-14,2019,monsoon,4,4,F8,SIOC,N,Sigmodon,ochrognathus
